Date,Open,High,Low,Close,Change,%Change
09/10/2020,3307.22,3349.89,3170.55,3175.11,-132.1,-3.99
09/11/2020,3208.69,3217.34,3083.98,3116.22,-92.5,-2.88
09/14/2020,3172.94,3187.39,3096.0,3102.97,-70.0,-2.21
09/15/2020,3136.16,3175.02,3108.92,3156.13,20.0,0.64
09/16/2020,3179.99,3187.24,3074.15,3078.1,-101.9,-3.2
09/17/2020,3009.25,3029.43,2972.55,3008.73,-0.5,-0.02
09/18/2020,3031.74,3037.8,2905.54,2954.91,-76.8,-2.53
09/21/2020,2906.5,2962.0,2871.0,2960.47,54.0,1.86
09/22/2020,3033.84,3133.99,3000.2,3128.99,95.1,3.14
09/23/2020,3120.43,3127.0,2992.38,2999.86,-120.6,-3.86
09/24/2020,2977.79,3069.3,2965.0,3019.79,42.0,1.41
09/25/2020,3054.86,3101.54,2999.0,3095.13,40.3,1.32
09/28/2020,3148.85,3175.04,3117.17,3174.05,25.2,0.8
09/29/2020,3175.39,3188.26,3132.54,3144.88,-30.5,-0.96
09/30/2020,3141.14,3212.88,3133.99,3148.73,7.6,0.24
10/01/2020,3208.0,3224.0,3172.0,3221.26,13.3,0.41
10/02/2020,3153.63,3195.8,3123.0,3125.0,-28.6,-0.91
10/05/2020,3145.84,3202.53,3140.85,3199.2,53.4,1.7
10/06/2020,3165.0,3182.0,3090.0,3099.96,-65.0,-2.05
10/07/2020,3135.0,3200.0,3132.39,3195.69,60.7,1.94
10/08/2020,3224.99,3233.29,3174.99,3190.55,-34.4,-1.07
10/09/2020,3210.0,3288.99,3197.83,3286.65,76.7,2.39
10/12/2020,3349.94,3496.24,3339.55,3442.93,93.0,2.78
10/13/2020,3467.99,3492.38,3424.22,3443.63,-24.4,-0.7
10/14/2020,3447.0,3464.88,3340.0,3363.71,-83.3,-2.42
10/15/2020,3292.01,3355.88,3280.0,3338.65,46.6,1.42
10/16/2020,3363.23,3399.66,3160.0,3272.71,-90.5,-2.69
10/19/2020,3298.84,3327.5,3193.0,3207.21,-91.6,-2.78
10/20/2020,3219.5,3265.04,3193.86,3217.01,-2.5,-0.08
10/21/2020,3210.13,3232.24,3160.0,3184.94,-25.2,-0.78
10/22/2020,3189.87,3198.0,3122.25,3176.4,-13.5,-0.42
10/23/2020,3191.0,3205.33,3140.0,3204.4,13.4,0.42
10/26/2020,3196.02,3281.42,3153.54,3207.04,11.0,0.34
10/27/2020,3223.0,3291.18,3212.26,3286.33,63.3,1.96
10/28/2020,3248.72,3264.02,3162.78,3162.78,-85.9,-2.65
10/29/2020,3201.27,3257.25,3164.0,3211.01,9.7,0.3
10/30/2020,3157.75,3167.0,3019.0,3036.15,-121.6,-3.85
11/02/2020,3061.74,3079.71,2950.12,3004.48,-57.3,-1.87
11/03/2020,3018.53,3074.9,2980.98,3048.41,29.9,0.99
11/04/2020,3159.99,3244.85,3139.73,3241.16,81.2,2.57
11/05/2020,3318.33,3365.52,3291.19,3322.0,3.7,0.11
11/06/2020,3304.64,3322.0,3232.0,3311.37,6.7,0.2
11/09/2020,3226.28,3288.45,3115.0,3143.74,-82.5,-2.56
11/10/2020,3097.72,3112.67,3020.0,3035.02,-62.7,-2.02
11/11/2020,3061.93,3138.72,3051.93,3137.39,75.5,2.46
11/12/2020,3150.39,3175.0,3086.84,3110.28,-40.1,-1.27
11/13/2020,3122.0,3141.72,3085.39,3128.81,6.8,0.22
11/16/2020,3095.59,3140.22,3076.14,3131.06,35.5,1.15
11/17/2020,3182.71,3182.71,3135.29,3135.66,-47.1,-1.48
11/18/2020,3130.05,3139.99,3105.46,3105.46,-24.6,-0.79
11/19/2020,3104.44,3125.0,3082.28,3117.02,12.6,0.41
11/20/2020,3117.02,3132.89,3098.05,3099.4,-17.6,-0.57
11/23/2020,3117.97,3139.11,3066.38,3098.39,-19.6,-0.63
11/24/2020,3101.22,3133.63,3087.55,3118.06,16.8,0.54
11/25/2020,3141.5,3198.0,3141.5,3185.07,43.6,1.39
11/27/2020,3211.26,3216.19,3190.05,3195.34,-15.9,-0.5
11/30/2020,3208.48,3228.39,3125.55,3168.04,-40.4,-1.26
12/01/2020,3188.5,3248.95,3157.18,3220.08,31.6,0.99
12/02/2020,3220.33,3231.02,3174.0,3203.53,-16.8,-0.52
12/03/2020,3203.84,3228.58,3181.66,3186.73,-17.1,-0.53
12/04/2020,3198.21,3198.21,3158.76,3162.58,-35.6,-1.11
12/07/2020,3155.59,3180.0,3142.95,3158.0,2.4,0.08
12/08/2020,3156.04,3184.13,3120.33,3177.29,21.2,0.67
12/09/2020,3167.5,3169.47,3088.0,3104.2,-63.3,-2.0
12/10/2020,3090.0,3142.0,3077.0,3101.49,11.5,0.37
12/11/2020,3096.66,3118.67,3072.82,3116.42,19.8,0.64
12/14/2020,3138.0,3190.47,3128.72,3156.97,19.0,0.6
12/15/2020,3178.16,3188.0,3130.73,3165.12,-13.0,-0.41
12/16/2020,3176.01,3247.0,3163.68,3240.96,64.9,2.05
12/17/2020,3246.5,3263.51,3221.0,3236.08,-10.4,-0.32
12/18/2020,3243.99,3249.42,3171.6,3201.65,-42.3,-1.31
12/21/2020,3197.77,3226.19,3167.5,3206.18,8.4,0.26
12/22/2020,3201.48,3218.45,3180.92,3206.52,5.0,0.16
12/23/2020,3204.49,3210.0,3185.0,3185.27,-19.2,-0.6
12/24/2020,3193.9,3202.0,3169.0,3172.69,-21.2,-0.66
12/28/2020,3192.9,3303.55,3173.08,3283.96,91.1,2.85
12/29/2020,3311.0,3350.0,3282.54,3322.0,11.0,0.33
12/30/2020,3340.0,3341.13,3283.0,3285.85,-54.2,-1.62
12/31/2020,3275.0,3282.92,3241.2,3256.93,-18.1,-0.55
01/04/2021,3266.26,3270.91,3145.0,3186.63,-79.6,-2.44
01/05/2021,3171.07,3223.38,3166.01,3218.51,47.4,1.5
01/06/2021,3147.93,3197.0,3131.31,3138.38,-9.5,-0.3
01/07/2021,3156.47,3207.23,3156.47,3162.16,5.7,0.18
01/08/2021,3180.0,3190.64,3142.2,3182.7,2.7,0.08
01/11/2021,3148.22,3156.07,3110.0,3114.21,-34.0,-1.08
01/12/2021,3117.6,3141.0,3086.47,3120.83,3.2,0.1
01/13/2021,3126.19,3189.44,3123.02,3165.89,39.7,1.27
01/14/2021,3167.51,3177.91,3120.97,3127.47,-40.0,-1.26
01/15/2021,3123.02,3142.54,3095.17,3104.25,-18.8,-0.6
01/19/2021,3108.13,3145.0,3096.73,3120.76,12.6,0.41
01/20/2021,3181.99,3279.8,3175.0,3263.38,81.4,2.56
01/21/2021,3293.0,3348.55,3289.57,3306.99,14.0,0.42
01/22/2021,3304.31,3321.91,3283.16,3292.23,-12.1,-0.37
01/25/2021,3326.07,3363.0,3247.9,3294.0,-32.1,-0.96
01/26/2021,3288.0,3337.89,3282.87,3326.13,38.1,1.16
01/27/2021,3342.12,3342.12,3208.0,3232.58,-109.5,-3.28
01/28/2021,3243.5,3301.68,3230.72,3237.62,-5.9,-0.18
01/29/2021,3230.0,3236.99,3184.55,3206.2,-23.8,-0.74
02/01/2021,3246.4,3350.0,3240.24,3342.88,96.5,2.97
02/02/2021,3381.0,3425.78,3366.0,3380.0,-1.0,-0.03
02/03/2021,3424.76,3432.02,3309.08,3312.53,-112.2,-3.28
02/04/2021,3326.74,3342.27,3278.79,3331.0,4.3,0.13
02/05/2021,3319.0,3377.0,3302.71,3352.15,33.2,1.0
02/08/2021,3355.0,3362.3,3304.0,3322.94,-32.1,-0.96
02/09/2021,3314.96,3337.0,3299.27,3305.0,-10.0,-0.3
02/10/2021,3314.34,3316.51,3254.0,3286.58,-27.8,-0.84
02/11/2021,3288.91,3289.8,3249.34,3262.13,-26.8,-0.81
02/12/2021,3250.0,3280.25,3233.31,3277.71,27.7,0.85
02/16/2021,3260.0,3305.03,3254.0,3268.95,8.9,0.27
02/17/2021,3261.43,3320.46,3261.02,3308.64,47.2,1.45
02/18/2021,3287.39,3337.23,3273.94,3328.23,40.8,1.24
02/19/2021,3328.23,3333.5,3245.75,3249.9,-78.3,-2.35
02/22/2021,3210.0,3230.0,3173.04,3180.74,-29.3,-0.91
02/23/2021,3127.79,3204.18,3095.0,3194.5,66.7,2.13
02/24/2021,3166.75,3171.23,3125.38,3159.53,-7.2,-0.23
02/25/2021,3135.09,3174.96,3048.59,3057.16,-77.9,-2.49
02/26/2021,3095.2,3122.44,3036.7,3092.93,-2.3,-0.07
03/01/2021,3127.62,3149.24,3098.0,3146.14,18.5,0.59
